src_FID,nbr_FID,weight
107,171,0.11796478
107,201,0.72798693
108,2,0.16533388
108,7,0.20284656
108,27,0.6916639
108,79,0.44914317
108,85,0.86472374
108,108,1.0
108,132,0.9616901
109,13,0.2166162
109,24,0.5110487
109,51,0.6525015
109,58,0.4421055
109,95,0.4640655
109,109,1.0
109,112,0.18255655
109,114,0.3793108
109,125,0.1187274
109,168,0.14654712
109,169,0.30972052
110,53,0.6039028
110,62,0.15275522
110,110,1.0
110,125,0.114899494
110,167,0.77403283
110,168,0.36533597
110,169,0.12543952
110,171,0.41061538
110,173,0.513091
111,24,0.75391346
111,42,0.9690567
111,53,0.16776684
111,58,0.13780539
111,95,0.12385275
111,111,1.0
111,114,0.108940594
111,125,0.25323817
111,168,0.29951775
111,169,0.5316903
112,112,1.0
112,194,0.20270789
113,47,0.4292906
113,69,0.6577108
113,73,0.18513009
113,75,0.18405312
113,113,1.0
113,141,0.924944
113,164,0.37893522
114,0,0.13642932
114,13,0.9383754
114,37,0.22095735
114,54,0.17897071
114,58,0.99343807
114,114,1.0
114,116,0.2601409
114,142,0.38423923
114,143,0.68531656
115,0,0.94173926
115,13,0.11482107
115,37,0.3203313
115,54,0.26651996
115,111,0.11302797
115,115,1.0
115,116,0.24742484
115,142,0.513675
115,145,0.69257367
116,0,0.17156152
116,115,0.24160881
116,116,1.0
116,117,0.2674459
116,140,0.74610007
116,199,0.76320136
117,10,0.2934212
117,36,0.16410133
117,61,0.8045007
117,67,0.3267944
117,68,0.106909394
117,71,0.10557985
117,72,0.58423144
117,102,0.20845029
117,103,0.1409546
117,113,0.1561365
117,117,1.0
117,118,0.5225834
117,156,0.10945619
117,190,0.5216389
118,0,0.110176116
118,36,0.63385415
118,67,0.859947
118,115,0.21481752
118,117,0.15483966
118,118,1.0
119,22,0.2277919
119,67,0.123313434
119,68,0.532279
119,71,0.48629805
119,72,0.18755998
119,74,0.98019826
119,98,0.33408648
119,102,0.14510654
119,103,0.6138261
119,118,0.12524381
119,119,1.0
119,175,0.96369463
119,190,0.2849218
119,205,0.32880372
120,25,0.92026347
120,120,1.0
120,129,0.14684595
120,139,0.5532908
121,21,0.41232574
121,35,0.26128712
121,50,0.5029325
121,121,1.0
122,10,0.3500691
122,31,0.2693993
122,40,0.36095205
122,70,0.22804928
122,72,0.10147804
122,113,0.11171658
122,122,1.0
122,156,0.570126
122,176,0.86398315
122,190,0.1662971
123,1,0.9729598
123,2,0.27594173
123,7,0.27552998
123,28,0.43609422
123,78,0.13442884
123,107,0.10093279
123,123,1.0
123,177,0.82220507
124,16,0.11478184
124,23,0.16555716
124,30,0.20134364
124,124,1.0
124,134,0.13994959
124,165,0.21241459
124,166,0.1345173
124,196,0.1429654
125,25,0.23354226
125,95,0.928054
125,120,0.4307886
125,125,1.0
126,126,1.0
127,12,0.13205738
127,97,0.19859509
127,127,1.0
127,128,0.47078446
127,154,0.611669
127,155,0.97205514
127,157,0.109191865
127,159,0.85862637
127,160,0.5025132
127,162,0.1888022
127,163,0.71134645
127,187,0.3498194
127,198,0.38633582
128,19,0.18235394
128,94,0.29063818
128,96,0.1564166
128,97,0.8498106
128,127,0.46844634
128,128,1.0
128,154,0.15188208
128,155,0.5045788
128,159,0.3326535
128,160,0.10916674
128,163,0.21366514
128,198,0.98856187
128,206,0.55767447
129,109,0.2289086
129,129,1.0
129,139,0.4450146
129,147,0.90432197
130,43,0.9609514
130,76,0.51529783
130,81,0.28605962
130,82,0.77711904
130,130,1.0
131,41,0.13919176
131,43,0.12534164
131,82,0.10526168
131,86,0.20268802
131,131,1.0
131,146,0.9873159
131,172,0.35497165
131,197,0.22188312
131,204,0.24426992
132,2,0.27021185
132,7,0.3213902
132,27,0.84559757
132,78,0.13095582
132,79,0.6151866
132,85,0.96686727
132,107,0.12414389
132,132,1.0
133,1,0.22998576
133,49,0.6206609
133,123,0.33433014
133,129,0.18987961
133,133,1.0
133,135,0.5494718
133,177,0.10885276
133,183,0.11086158
134,49,0.21636744
134,101,0.91231966
134,133,0.74177915
134,134,1.0
134,135,0.17489836
134,170,0.14214933
135,1,0.8250968
135,2,0.13789546
135,7,0.13762532
135,28,0.24620487
135,49,0.47369662
135,123,0.92825013
135,129,0.18242757
135,135,1.0
135,177,0.599489
135,183,0.6047326
136,3,0.6326285
136,4,0.16072942
136,5,0.8888585
136,15,0.4773134
136,17,0.2233612
136,33,0.43127814
136,80,0.10754176
136,93,0.23680466
136,136,1.0
136,138,0.1486801
136,144,0.32955557
136,192,0.43526444
137,47,0.67220575
137,52,0.9033434
137,60,0.20477605
137,63,0.21155648
137,73,0.40666658
137,75,0.35937473
137,137,1.0
137,141,0.1976392
137,164,0.66820306
138,16,0.953267
138,30,0.4654822
138,38,0.4410859
138,48,0.1950415
138,101,0.22401786
138,133,0.11631874
138,138,1.0
138,165,0.10772827
138,166,0.766511
138,196,0.78346497
139,1,0.23901075
139,56,0.3533801
139,123,0.34558803
139,129,0.35159734
139,135,0.20250976
139,139,1.0
139,147,0.16624542
139,177,0.11412984
139,183,0.11621316
140,36,0.11189588
140,61,0.31582642
140,67,0.24082969
140,72,0.16588378
140,117,0.6916639
140,118,0.14554386
140,140,1.0
140,190,0.14930058
140,199,0.9995439
141,47,0.6637014
141,60,0.19965214
141,63,0.20631662
141,69,0.87336487
141,73,0.35374263
141,75,0.35212612
141,137,0.16945557
141,141,1.0
141,164,0.6076532
142,13,0.6512146
142,24,0.24163109
142,37,0.93910605
142,42,0.49581587
142,54,0.8946738
142,95,0.23074172
142,111,0.6466574
142,125,0.4150929
142,142,1.0
142,143,0.35516736
142,169,0.12037233
143,0,0.5301211
143,116,0.7424692
143,140,0.30684787
143,142,0.1539578
143,143,1.0
143,145,0.2617559
143,199,0.32128426
144,3,0.17511296
144,5,0.28390986
144,6,0.5193604
144,15,0.11894213
144,16,0.267042
144,33,0.14415717
144,91,0.44099325
144,93,0.8495983
144,136,0.5452628
144,138,0.42092356
144,144,1.0
144,166,0.123603635
144,196,0.13152021
145,13,0.47312635
145,24,0.14008631
145,37,0.8086678
145,42,0.33359942
145,54,0.7440044
145,95,0.13269836
145,111,0.46879372
145,125,0.26777875
145,142,0.956817
145,143,0.22156724
145,145,1.0
146,41,0.18876444
146,86,0.2662591
146,146,1.0
146,148,0.11937253
146,172,0.4410859
146,197,0.28909048
146,204,0.3153806
147,109,0.4471857
147,147,1.0
148,41,0.69899434
148,43,0.3203842
148,82,0.15329066
148,130,0.4713221
148,148,1.0
148,197,0.8374015
149,90,0.22798489
149,149,1.0
150,87,0.8012693
150,100,0.5986261
150,148,0.35676315
150,150,1.0
150,180,0.1714734
150,197,0.12701343
151,9,0.16595258
151,34,0.1477451
151,43,0.16275664
151,77,0.5226811
151,84,0.63726467
151,88,0.9368839
151,89,0.35301757
151,130,0.26780257
151,146,0.2343059
151,151,1.0
152,11,0.58767915
152,27,0.29961956
152,55,0.13613158
152,79,0.1467358
152,85,0.4675943
152,92,0.29352182
152,132,0.6226841
152,152,1.0
153,45,0.74544364
153,153,1.0
153,203,0.1995149
154,12,0.106810495
154,19,0.11475571
154,94,0.19506074
154,97,0.72238815
154,127,0.3406997
154,128,0.9725595
154,154,1.0
154,155,0.7900839
154,159,0.80696386
154,160,0.44306403
154,162,0.15565953
154,163,0.65002626
154,187,0.29979774
154,198,0.9276414
154,206,0.42028746
155,12,0.20728092
155,97,0.29622003
155,128,0.61299646
155,154,0.7529206
155,155,1.0
155,157,0.17520241
155,159,0.9519022
155,160,0.64589745
155,162,0.283491
155,163,0.8416402
155,187,0.4802069
155,188,0.13535966
155,193,0.10185873
155,198,0.5215411
155,206,0.117338784
156,31,0.85510814
156,83,0.1434907
156,99,0.118111655
156,122,0.40917748
156,156,1.0
156,176,0.17157914
157,94,0.10596014
157,97,0.53568304
157,127,0.20571545
157,128,0.86116
157,154,0.95284647
157,155,0.6081511
157,157,1.0
157,159,0.62729317
157,160,0.28393456
157,163,0.46415985
157,187,0.1763143
157,198,0.7835548
157,206,0.26595107
158,86,0.112576656
158,131,0.95502657
158,146,0.89827436
158,158,1.0
158,172,0.21905096
158,197,0.12517399
158,204,0.14016232
159,12,0.34352386
159,128,0.11278279
159,154,0.17955269
159,157,0.27664495
159,159,1.0
159,160,0.8237231
159,161,0.14529386
159,162,0.41593656
159,163,0.96290183
159,187,0.6675792
159,188,0.24069622
159,193,0.18906644
160,4,0.123894334
160,12,0.7032942
160,80,0.22003426
160,157,0.1346353
160,160,1.0
160,161,0.38656905
160,162,0.22625163
160,187,0.9625824
160,188,0.5447042
160,191,0.28145102
160,193,0.48537165
160,195,0.13984336
161,12,0.23870103
161,97,0.21961547
161,128,0.50402987
161,154,0.6460957
161,155,0.26870742
161,157,0.8231895
161,159,0.2826788
161,160,0.6946839
161,161,1.0
161,162,0.9421493
161,163,0.17638619
161,187,0.5282263
161,188,0.15875387
161,193,0.12080661
161,198,0.4171734
162,97,0.37746334
162,127,0.12057575
162,128,0.71134645
162,154,0.8405571
162,155,0.44309497
162,157,0.9619398
162,159,0.46104813
162,160,0.17554258
162,162,1.0
162,163,0.31614146
162,187,0.10093279
162,198,0.6204619
162,206,0.16257006
163,12,0.4944666
163,80,0.11307964
163,128,0.19290772
163,154,0.28784597
163,157,0.41397902
163,160,0.9413279
163,161,0.24011882
163,162,0.5765457
163,163,1.0
163,187,0.82310516
163,188,0.3686628
163,191,0.15226969
163,193,0.3007408
163,198,0.1448103
164,10,0.14155102
164,47,0.19496435
164,69,0.36323965
164,70,0.17193192
164,73,0.9063106
164,141,0.66527945
164,164,1.0
164,190,0.142134
165,23,0.9907531
165,124,0.101977915
165,165,1.0
165,174,0.5581692
166,16,0.16418673
166,30,0.8792049
166,38,0.23691463
166,48,0.5588619
166,64,0.26007083
166,65,0.31404516
166,101,0.606226
166,133,0.4047283
166,134,0.10371836
166,165,0.13208644
166,166,1.0
166,196,0.2694709
167,53,0.9592574
167,58,0.23656274
167,62,0.4735699
167,95,0.21593273
167,114,0.19340608
167,125,0.39424565
167,167,1.0
167,168,0.19494502
167,169,0.31716624
168,53,0.13611673
168,132,0.1275508
168,167,0.23232386
168,168,1.0
168,171,0.696727
168,173,0.79834396
168,179,0.18279609
168,202,0.2192808
169,167,0.10147804
169,168,0.91152686
169,169,1.0
169,171,0.44040674
169,173,0.54506564
170,16,0.12938796
170,23,0.1604941
170,30,0.2634714
170,64,0.20665781
170,65,0.27807903
170,134,0.1697178
170,165,0.20637678
170,166,0.15094832
170,170,1.0
170,196,0.16014157
171,11,0.38226423
171,27,0.21309046
171,45,0.1121909
171,85,0.35516736
171,92,0.15785576
171,108,0.40827993
171,110,0.20559539
171,132,0.49893597
171,171,1.0
171,179,0.6105075
171,202,0.67181236
172,86,0.9414533
172,87,0.21011111
172,100,0.10708269
172,172,1.0
172,180,0.5492415
172,181,0.1412144
173,11,0.29352182
173,27,0.15309581
173,85,0.2701879
173,92,0.1101508
173,108,0.31622013
173,110,0.14717674
173,132,0.3976077
173,171,0.98411864
173,173,1.0
173,179,0.5029648
173,202,0.5636151
174,6,0.14527823
174,91,0.1664523
174,124,0.5720445
174,174,1.0
175,20,0.1672644
175,22,0.35051337
175,67,0.20732123
175,68,0.69620836
175,71,0.61422426
175,72,0.27093002
175,98,0.48167172
175,102,0.22200954
175,103,0.7739418
175,118,0.21013145
175,175,1.0
175,190,0.3906036
175,205,0.44188908
176,10,0.6594894
176,31,0.12803307
176,40,0.67489266
176,70,0.49929014
176,72,0.2787857
176,102,0.18995537
176,103,0.107256204
176,113,0.2994414
176,118,0.26770747
176,141,0.18857588
176,156,0.34045354
176,176,1.0
176,190,0.40018228
177,7,0.61873686
177,28,0.8029307
177,85,0.12240481
177,107,0.31698215
177,153,0.10499309
177,177,1.0
178,11,0.58068573
178,27,0.32025194
178,45,0.18149018
178,55,0.13301972
178,79,0.15965576
178,85,0.4928938
178,92,0.28824392
178,108,0.6232811
178,110,0.36874834
178,132,0.4567543
178,167,0.10382715
178,171,0.20284656
178,178,1.0
178,179,0.7592938
178,201,0.87477934
179,45,0.5428649
179,179,1.0
179,203,0.10252758
180,150,0.18002655
180,180,1.0
180,181,0.6766605
181,181,1.0
182,182,1.0
183,183,1.0
183,184,0.17947988
184,1,0.574427
184,28,0.108602114
184,49,0.25408888
184,123,0.7151646
184,135,0.91058004
184,177,0.35226533
184,183,0.35670716
184,184,1.0
185,14,0.77778316
185,77,0.10921707
185,84,0.15994039
185,88,0.414882
185,151,0.6275252
185,185,1.0
185,186,0.14142857
186,59,0.21512686
186,182,0.51419413
186,186,1.0
187,4,0.20972554
187,12,0.8535079
187,15,0.14890261
187,17,0.16387953
187,80,0.34250787
187,154,0.12553744
187,157,0.22533508
187,160,0.1475871
187,161,0.5445399
187,162,0.35062444
187,187,1.0
187,188,0.71092874
187,191,0.4205903
187,192,0.10225244
187,193,0.6512476
187,195,0.23282376
188,12,0.14387788
188,97,0.13062377
188,128,0.35098562
188,154,0.48027056
188,155,0.16519658
188,157,0.6667909
188,159,0.17530978
188,160,0.52806306
188,161,0.9625097
188,162,0.82428426
188,163,0.10143056
188,187,0.3720047
188,188,1.0
188,198,0.27856624
189,121,0.21084312
189,126,0.8785696
189,189,1.0
190,69,0.12277591
190,72,0.9704507
190,113,0.52493024
190,141,0.31130573
190,190,1.0
191,3,0.36567652
191,4,0.90318733
191,15,0.81719893
191,17,0.4515711
191,33,0.5376816
191,80,0.2600241
191,93,0.17142053
191,144,0.42563108
191,188,0.10575145
191,191,1.0
191,192,0.71487623
191,195,0.16929835
192,4,0.40636814
192,12,0.22429365
192,15,0.31203482
192,17,0.9071011
192,33,0.13406077
192,80,0.713337
192,161,0.28846785
192,162,0.15767322
192,188,0.42935172
192,191,0.6534582
192,192,1.0
192,193,0.2760629
192,195,0.56691897
193,3,0.19490646
193,4,0.70196986
193,12,0.10146619
193,15,0.591095
193,17,0.6205282
193,33,0.32271665
193,80,0.45337957
193,144,0.23691463
193,161,0.13192657
193,188,0.22152515
193,191,0.9267932
193,192,0.48128942
193,193,1.0
193,195,0.3240461
194,13,0.21869612
194,42,0.19931892
194,125,0.15311207
194,194,1.0
195,12,0.62248516
195,80,0.9708009
195,128,0.24301529
195,154,0.35148612
195,155,0.102899276
195,157,0.52499545
195,159,0.109999
195,160,0.39389247
195,161,0.8774177
195,162,0.692866
195,187,0.26004753
195,188,0.97278506
195,191,0.22510104
195,193,0.40911764
195,195,1.0
195,198,0.18613672
196,16,0.15482332
196,30,0.8652336
196,38,0.22480334
196,48,0.54043615
196,64,0.24719869
196,65,0.2995941
196,101,0.58767915
196,133,0.38820386
196,165,0.12413001
196,166,0.9995323
196,196,1.0
197,41,0.9691099
197,43,0.6591601
197,76,0.20427755
197,77,0.13457626
197,82,0.40696517
197,104,0.23905501
197,130,0.8196088
197,172,0.16774954
197,197,1.0
197,204,0.10362172
198,19,0.23848002
198,39,0.10164444
198,94,0.36471212
198,96,0.20712003
198,97,0.9160281
198,127,0.5582022
198,128,0.98856187
198,154,0.20156069
198,155,0.5956398
198,159,0.41187537
198,160,0.14850548
198,163,0.27574798
198,198,1.0
198,206,0.649498
199,36,0.10498088
199,61,0.30153215
199,67,0.22875805
199,72,0.15658149
199,117,0.6736478
199,118,0.1371011
199,140,0.9995439
199,190,0.14069526
199,199,1.0
200,18,0.14809325
200,35,0.115056574
200,200,1.0
201,53,0.16403309
201,110,0.66876113
201,167,0.27234584
201,171,0.44603765
201,173,0.121706225
201,201,1.0
201,202,0.12069793
202,45,0.4869692
202,202,1.0
203,203,1.0
204,9,0.22190416
204,34,0.19949526
204,43,0.2180082
204,77,0.61923444
204,82,0.10940581
204,89,0.43908042
204,130,0.3428647
204,146,0.3038368
204,197,0.13277134
204,204,1.0
205,69,0.10102746
205,72,0.9444769
205,113,0.470247
205,141,0.26885048
205,190,0.99567246
205,205,1.0
206,94,0.13104251
206,97,0.5652668
206,127,0.9886928
206,128,0.3981989
206,154,0.533424
206,155,0.92712903
206,159,0.7810651
206,160,0.416208
206,162,0.14170426
206,163,0.6209594
206,187,0.27790868
206,198,0.32041067
206,206,1.0
